,text,sentiment
4308,RT hooliyah It s literally so that kids that have no where to go after school have some place to stay until they can be safety picked up ,neutral
4309,RT EricMMatheny Roses are red Storm clouds are drab COVID 19 Was made in a lab,negative
4310,both of these answers made me laugh out loud,negative
4311,Yeahhb,neutral
4312,RT ezraklein California among other states is begging people not to travel for Thanksgiving and counties including Pelosi s district ,negative
4313,RT tylercgrant KWriterK NoesisBooks Eight years sober and home alone on a bleak winter day Mike Turner makes a snap decision that lead ,negative
4314,RT ezraklein California among other states is begging people not to travel for Thanksgiving and counties including Pelosi s district ,negative
4315,Absolutely ridiculus how this cancel culture has taken hold America was a land of the free ,positive
4316,going to see snow this weekend ,neutral
4317,04 19PM Temperature 65 3 F Humidity 47 Wind WSW at 0 0 to 6 9MPH Rain 0 18in Barometer 29 97InHg,neutral
4318,Covid 19 death toll could double this winter THIS IS OWNED BY Trump ,negative
4319,RT sarahlugor if when we go into another lockdown we need another stimmy and rent freezes it s winter and mfs better not be evicting p ,neutral
4320,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
4321,RT Rapidaman robbystarbuck elonmusk CDC stopped recording FLU in April ,neutral
4322, ShimonPro arlenparsa Don t worry about 3 days Trump covid flu ,negative
4323, ezraklein It s incredible stupid Politically as well as just health and safety Think I found a pic of the Capit ,positive
4324,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
4325,There s no sign of white in India and Bangladesh ,neutral
4326,What Type Of Unethical Heathen Eats Room Temperature Chocolate ,neutral
4327,RT hogwartxsx a natasha romanoff em the winter soldier gt gt ,neutral
4328,RT kylenabecker To be clear I found no direct link in the financial disclosures of Tides Canada It may just be a coincidence ,positive
4329, VABVOX jimmykimmel Great news as he s never been concerned about others mental health or safety ,negative
4330,RT RedDoorGin We re giving away a bottle of our Red Door Gin with Winter Botanicals just in time for the festive season Simply RETW ,positive
4331,RT josstheboss The Chinese Flu is looking very American ,neutral
4332, Caroline Lennox Here is one news article ,neutral
4333,RT ChiefPeggTFS Suicide figures are up Could 2 followers please copy and re post this tweet We re trying to demonstrate that someone is ,neutral
4334,RT nacathletics NAC presidents endorsed tentative plans for winter and fall sports opted to push a final decision until closer to the st ,negative
4335,RT josstheboss The Chinese Flu is looking very American ,neutral
4336,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
4337,RT Alchinme Enter the winter forest and then exit into the cranberry woods These two candles will be available tomorrow the 14th at 3p ,positive
4338,RT Readygov Tomorrow is WorldDiabetesDay If you are diabetic BeReady by including this information in your emergency kit Type of ,negative
4339,RT josstheboss The Chinese Flu is looking very American ,neutral
4340,Safety first Looking forward to this launch Crew1 SpaceX LaunchAmerica,neutral
4341,RT LotsofLatte Already prepared for the Winter weather and Christmas vibes Jolly cute commission for BlitzyKitty hope ya ll like it lt 3 ,positive
4342,Insider trading is a crime It s especially heinous when elected officials use inside info to profit but not to pr ,negative
4343,RT nycsouthpaw Public health experts are out here trying to get people to cancel their Thanksgivings ahead of a cresting wave of hospital ,neutral
4344,Very excited about Jorge joining our team ArlingtonHtsGov,positive
4345,RT josstheboss The Chinese Flu is looking very American ,neutral
4346,RT DonnaFiducia Lockdown til Biden wins Then Biden will impose another lockdown Getting predictable ,neutral
4347,RT MOREcaucusUFT Keeping schools open around Thanksgiving to Christmas is a terrible idea no matter what the privileged folks at the NYT ,neutral
4348,RT ArthurSchwartz Pelosi blamed the hair salon Newsom blames the restaurant These people never take responsibility for their own behavi ,neutral
4349,Done And Early Lol CelestialSkies4 iiConicEmily honeeybunni Jessy94293132 SSunkitty,neutral
4350,RT ValdezCBS46 Breaking Tropical Storm Iota has formed in the Central Caribbean The storm is expected to intensify to a CATEGORY 3 ,neutral
4351,RT HyltonRobin Our family is Huge Good luck with that I don t wear mask either I have my Governor is an idiot on my car ISTANDWI ,neutral
4352,RT djlewis 88 Help me out Imagine being made homeless because of your sexuality Imagine only being 16 Help me raise funds and support ,positive
4353,RT HChitakhyan SecPompeo Please SecPompeo Armenian people of Artsakh have suffered a lot and the recent peace deal needs to be revised ,neutral
4354,RT CovidLabs McDonald s and franchisees will conduct coronavirus safety checks to guard against pandemic fatigue ,negative
4355, sweetrhythms I wish you and your followers happiness and safety ,positive
4356,RT UniteSEA Seeking written submissions from women POC LGBTQ on experiences in being a frontline worker during COVID19 This is for ,neutral
4357,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
4358,RT vinz6199 Davido X Nicki Minaj Holy Ground currently is number one In 9 countries on iTunes Worldwide Songs chart 1 US 1 UK 1 B ,neutral
4359,RT MrDash109 PROBLEM IS even if we bring the explanation of vaccine safety and efficacy down to the lowest intellectual level possible ,neutral
4360,RT thelittlejxxker QUICK Winter 2018 Halo Giveaway Follow thelittlejxxker amp LaxvenderL amp HazelTheNob Retweet amp Like Turn Our No ,neutral
4361,RT Divided79740839 elonmusk Pcr alone Is not enough Virus was never isolated so it s not possibile to see if It Is covid or flu ,neutral
4362,Top story banfflakelouise Nothing paints a smile on the face of a Banff local quite like fresh snow especiall ,positive
4363,RT thelittlejxxker Parasol 2020 amp Winter 2018 Halo Giveaway Follow thelittlejxxker amp Pinkcheese cake amp HazelTheNob Retweet amp Lik ,neutral
4364,RT Cez0724 Guys lets use all our social media accounts to spread the news and ask for help for CagayanNeedsHelp IsabellaNeedsHelp Tug ,neutral
4365,RT KristinLisaCar1 zazafontaine42 Winter pink ,neutral
4366,RT LetHopePrevail HRHAdeyemiAdams sprbrighting ReallyAmerican1 Bill19300155 US Covid cases recorded in the last two days has surpasse ,neutral
4367,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
4368,RT bugfriends ARTMART IS NOW OPEN a 1 week digital pop up shop November 13 20 showcasing the work of 15 amazing artists from the U ,positive
4369,RT DrVSGEOTUSPhD Georgia Pedes GET OFF YOUR BUTTS Storm that capital and demand a real audit Stop waiting for a magical unicorn to d ,positive
4370,Receiver just won the Air Canada Short Film and Video Award at reelasian ReceiverFilm reelasian24 indiehorror ,positive
4371,RT polkastarter Polkastarter is excited to integrate Covalent HQ s data tools and tech Having Covalent s suite of data tools available ,positive
4372,Even in the storm there is something to be thankful about Thank you Jesus for what I just received ,positive
4373,Perfect,neutral
4374,RT JWalker13495492 A casedemic of a virus that has 99 9 safety The gold medalists of sheeps will be the ones taking the vaccine ,neutral
4375,RT edlucarot no if we truly want to protect minors adults should stop sexualizing them WHY do you people always blame this on them whe ,neutral
4376,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
4377,RT ezraklein California among other states is begging people not to travel for Thanksgiving and counties including Pelosi s district ,negative
4378,RT MomsDemand Let s take a moment to relax and reflect on this momentous victory then let s get to work with gun sense champions across ,positive
4379,Ps5 Alberta crew did anyone get their ps5 from Best Buy Canada ,neutral
4380,RT martiallawre Please try to not text message call people at Ubisoft for their own safety in case they are hiding having their pho ,neutral
4381, struthjo MartinLondonTHT Wow I had tickets to see them w New Order in SF and a huge storm made it too dangerous ,negative
4382,Thanksgiving is canceled schools are closed but Nancy Pelosi s big indoor dinner for new House members is totally ,neutral
4383,Taking snow off your car,neutral
4384,RT BillMcCombs3 If a China Flu lockdown effected the financial stability of our governor s and or Mayors We wouldn t have lockdowns ,positive
4385,RT josstheboss The Chinese Flu is looking very American ,neutral
4386,Provinces pursue OxyContin maker for 67B US in costs associated with Canada s opioid crisis CBC News ,negative
4387,RT LauraLynnTT Dominion machines created in Canada Is this why Trudeau won two elections and has brought such ill repute on our countr ,positive
4388,RT WolfieieDraws BernieSanders To the people commenting nice leaving WW2 out 405 000 ppl died in a span of 2 years cuz of WW2 230 000 ,neutral
4389, WillardFoxton lmcnelly opalfilms Ang Lee The Ice Storm Sense n Sensibility Crouching Tiger Hidden Dragon Brok ,neutral
4390,RT josstheboss The Chinese Flu is looking very American ,neutral
4391,Safety Always off,neutral
4392,RT tedcruz They will boycott you They will try to get you fired from your job They will harass your family and threaten your safety ,negative
4393,RT RedDoorGin We re giving away a bottle of our Red Door Gin with Winter Botanicals just in time for the festive season Simply RETW ,positive
4394,RT sushibistro Bill 47 is a travesty and should be made a meal of by the media The public have a right to a full understanding of what i ,neutral
4395,Yeah they better hurry up and announce this damn lockdown,neutral
4396,RT KPNorthwest Cold weather indoor gatherings and pandemic fatigue are contributing to record breaking COVID 19 outbreaks in Oregon Loc ,negative
